date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:59:44	8657/8657	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2013%20May%202022%2003:32:20%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/compiled_assets/scripts.js?7973	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/compiled_assets/scriptse334.js	(from https://flybirdfitness.com/)
12:59:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2011:59:45%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/base.css?v=98638942515813959741639469899	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/baseada2.css	(from https://flybirdfitness.com/)
12:59:45	33622/33622	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20May%202022%2019:46:28%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/base.css?v=98638942515813959741639469899	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/baseada2.css	(from https://flybirdfitness.com/)
12:59:46	86737/86737	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:2ddd99c46f8171ccf5e06366c0dae903	https://flybirdfitness.com/POST	C:/Users/radou/Desktop/flybirdfitness.com/flybirdfitness.com/POST	(from https://flybirdfitness.com/)
12:59:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2011:59:47%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-fa61fd11817b231631d2fe43dc869d0b1d14a06332792d42f1a1d94bda5aa31e.js	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-fa61fd11817b231631d2fe43dc869d0b1d14a06332792d42f1a1d94bda5aa31e.js	(from https://flybirdfitness.com/)
12:59:47	80395/80395	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2012%20May%202022%2003:38:01%20GMT	https://cdn.shopify.com/s/trekkie.storefront.14a2a604dac04b548cd8c6bdfd85448fc1df7da9.min.js	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/trekkie.storefront.14a2a604dac04b548cd8c6bdfd85448fc1df7da9.min.js	(from https://flybirdfitness.com/)
12:59:47	8110/8110	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2012%20May%202022%2002:56:30%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-fa61fd11817b231631d2fe43dc869d0b1d14a06332792d42f1a1d94bda5aa31e.js	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-fa61fd11817b231631d2fe43dc869d0b1d14a06332792d42f1a1d94bda5aa31e.js	(from https://flybirdfitness.com/)
12:59:48	59352/59352	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2011%20May%202022%2023:28:56%20GMT	https://cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://flybirdfitness.com/)
12:59:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2011:59:49%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-list-menu.css?v=125951855371068065091628668417	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-list-menu2583.css	(from https://flybirdfitness.com/)
12:59:50	186562/186562	---MCZ	200	added ('OK')	text/html	etag:cacheable:ca3f7cf2e988cf3a7b252ee7545c7137	https://flybirdfitness.com/pages/holiday-deal	C:/Users/radou/Desktop/flybirdfitness.com/flybirdfitness.com/pages/holiday-deal.html	(from https://flybirdfitness.com/)
12:59:50	480/480	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20May%202022%2019:46:29%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-list-menu.css?v=125951855371068065091628668417	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-list-menu2583.css	(from https://flybirdfitness.com/)
12:59:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2011:59:51%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-search.css?v=167115570631985863841625820642	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-searchb7bc.css	(from https://flybirdfitness.com/)
12:59:51	221/221	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20May%202022%2019:46:29%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-search.css?v=167115570631985863841625820642	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-searchb7bc.css	(from https://flybirdfitness.com/)
12:59:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2011:59:51%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-menu-drawer.css?v=11449572575869075951625820645	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-menu-drawere990.css	(from https://flybirdfitness.com/)
12:59:52	4258/4258	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20May%202022%2019:46:29%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-menu-drawer.css?v=11449572575869075951625820645	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-menu-drawere990.css	(from https://flybirdfitness.com/)
12:59:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2011:59:52%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-cart-notification.css?v=59277502944328671141638344132	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-cart-notificationea2b.css	(from https://flybirdfitness.com/)
12:59:53	1812/1812	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20May%202022%2019:46:29%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-cart-notification.css?v=59277502944328671141638344132	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-cart-notificationea2b.css	(from https://flybirdfitness.com/)
12:59:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2011:59:53%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/details-disclosure.js?v=113893937730261782131625820662	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/details-disclosure22ae.js	(from https://flybirdfitness.com/)
12:59:53	863/863	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2002%20May%202022%2019:49:29%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/details-disclosure.js?v=113893937730261782131625820662	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/details-disclosure22ae.js	(from https://flybirdfitness.com/)
12:59:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2011:59:54%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/details-modal.js?v=42478746482685278681625820661	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/details-modal2930.js	(from https://flybirdfitness.com/)
12:59:54	1659/1659	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2010%20May%202022%2011:20:13%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/details-modal.js?v=42478746482685278681625820661	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/details-modal2930.js	(from https://flybirdfitness.com/)
12:59:55	155523/155523	---MCZ	200	added ('OK')	text/html	etag:cacheable:d12533586782d629384edc1208972da4	https://flybirdfitness.com/collections/bundle-save	C:/Users/radou/Desktop/flybirdfitness.com/flybirdfitness.com/collections/bundle-save.html	(from https://flybirdfitness.com/)
12:59:57	132749/132749	---MCZ	200	added ('OK')	text/html	etag:cacheable:6e3bb38e638d4087c479188f3c042864	https://flybirdfitness.com/collections/doorway-pull-up	C:/Users/radou/Desktop/flybirdfitness.com/flybirdfitness.com/collections/doorway-pull-up.html	(from https://flybirdfitness.com/)
12:59:58	86394/86394	---MCZ	200	added ('OK')	text/html	etag:cacheable:24a80a143cee8460d15f7727207df9e9	https://flybirdfitness.com/pages/reviews	C:/Users/radou/Desktop/flybirdfitness.com/flybirdfitness.com/pages/reviews.html	(from https://flybirdfitness.com/)
12:59:59	114647/114647	---MCZ	200	added ('OK')	text/html	etag:cacheable:6af7a87fe6e24585e5967341dd09f89d	https://flybirdfitness.com/pages/about-us	C:/Users/radou/Desktop/flybirdfitness.com/flybirdfitness.com/pages/about-us.html	(from https://flybirdfitness.com/)
12:59:59	88408/88408	---MCZ	200	added ('OK')	text/html	etag:cacheable:ab33afdc2a792c629a21360a95e459a6	https://flybirdfitness.com/account/login	C:/Users/radou/Desktop/flybirdfitness.com/flybirdfitness.com/account/login.html	(from https://flybirdfitness.com/)
13:00:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2012:00:00%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/cart-notification.js?v=48848291506320193291625820643	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/cart-notification.2bd054.delayed	(from https://flybirdfitness.com/)
13:00:01	113578/113578	---MCZ	200	added ('OK')	text/html	etag:cacheable:389a0c8581bd0842dd0c8b82a7c797e2	https://flybirdfitness.com/cart	C:/Users/radou/Desktop/flybirdfitness.com/flybirdfitness.com/cart.html	(from https://flybirdfitness.com/)
13:00:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2012:00:02%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/slideshow.js?v=138754160769155680461630050582	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/slideshowda1d.js	(from https://flybirdfitness.com/)
